"","name.x","name_match","id_match","X1860.1864","X1864.1866","X1866.1868","X1868.1871","X1871.1875","X1875.1879","X1879.1883","X1883.1884","X1884.1886","X1886.1887","X1887.1888","X1888.1891","X1891.1894","X1894.1897","X1897.1901","X1901.1905","X1905.1909","X1909.1913","X1913.1917","X1917.1918","X1918.1922","name.y","achternaam","voorletters","voorna(a)m(en)","roepnaam","prepositie","geslacht","partij(en)/fractie(s)","begin periode","einde periode","year","month","day","re","dugobo","fogobo","duprbo","foprbo","dush","fosh","cash","misc","debt","ta11","tl11","nw11","ta0","tl0","nw0","function","yod","placeofd","yob","aod","polparty","poldir","activityst","activityend","beginyr","endyr","tenure","w_deflated","w_deflated2","harnas2","harnas5"
"158","Willem Jan Knoop","Willem Jan Knoop","00711",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Willem Jan Knoop","Knoop","W.J.","Willem Jan",NA,NA,"m","liberaal","1869-09-20","1870-07-22","1870","07","22",0,3650,3744,747,0,0,0,980,918,-759.95,10104.65,-759.95,9344.7,10104.65,-759.95,9344.7,"2e kamerlid",1894,"zh",1811,83,"liberaal","liberal","20-09-1869","22-07-1870",1869,1870,1,11142.3756561755,11142.3756561755,0,0
"159","Jan Stoffel","Jan Stoffel","01305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Jan Stoffel","Stoffel","J.","Jan","Jan",NA,"m","Volkspartij","1897-09-21","1898-01-14","1898","01","14",30000,13988,0,20093,0,178098,0,100,4948,-20236.3,247651.88,-20236.3,113692.67,133825.94,-10608.27,123217.67,"2e kamerlid",1921,"ov",1851,70,"Volkspartij","neutral","21-09-1897","14-01-1898",1897,1898,1,76069.6339303317,70189.2820036445,0,0
"160","Hendrik Bijleveld ","Hendrik Bijleveld","00246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Hendrik Bijleveld","Bijleveld","H.","Hendrik",NA,NA,"m","ARP","1902-09-23","1905-09-17","1905","09","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Bernardus Dirks Eerdmans","Bernardus Dirks Eerdmans","00369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Bernardus Dirks Eerdmans","Eerdmans","B.D.","Bernardus Dirks",NA,NA,"m","Liberale Unie;Vrijheidsbond","1914-03-17","1933-05-08","1933","05","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Adolf Robbert van de Laar","Adolf Robbert Laar","00774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Adolf Robbert Laar","Laar","A.R.","Adolf Robbert",NA,"van de","m","CSP","1918-09-17","1922-06-23","1922","06","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Karel Adrianus Meeussen","Karel Adrianus Meeussen","00895",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Karel Adrianus Meeussen","Meeussen","K.A.","Karel Adrianus",NA,NA,"m","Thorbeckiaan","1849-02-13","1862-01-31","1862","01","31",28802,38437,40504,1885,11454,4520,5909,4682,2694,-2642.76,138591.63,-2642.76,135948.86,138591.63,-2605.71,135985.92,"2e kamerlid, minister",1884,"zh",1815,69,"liberaal","liberal","13-02-1849","30-06-1862",1849,1862,13,135005.603527593,134968.810691491,0,0
"164","Willem Hendrik van Idzerda","Wieger Hendrikus Idzerda","00625",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wieger Hendrikus Idzerda","Idzerda","W.H.","Wieger Hendrikus",NA,NA,"m","Thorbeckiaan;liberaal","1858-09-20","1881-09-17","1881","09","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Herman Albrecht Insinger","Herman Albrecht Insinger","00628",0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Herman Albrecht Insinger","Insinger","H.A.","Herman Albrecht",NA,NA,"m","conservatief","1866-11-19","1884-04-06","1884","04","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","Isa�c Burchard Diederik van den Berch van Heemstede","Isa�c Burchard Diederik Berch van Heemstede","00087",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,"Isaäc Burchard Diederik Berch van Heemstede","Berch van Heemstede","I.B.D.","Isaäc Burchard Diederik",NA,"van den","m","Bahlmanniaan ('Centrum') ;Rooms-Katholieken;Algemeene Bond (RKSP)","1891-09-15","1916-07-31","1916","07","31",108000,21610,135845.8,40160,47025,164566.79,37475,6012,49084.19,-50688.91,567811.97,-16294.41,559089.56,580183.97,-17761.78,562422.23,"2e kamerlid",1917,"zh",1860,57,"Bahlmanniaan ('Centrum') ;Rooms-Katholieken;Algemeene Bond (RKSP)","conservatief","15-09-1891","31-07-1916",1891,1916,25,409487.504700482,407061.059497044,1,1
"167","Willy Kruyt","John William Kruyt","00757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"John William Kruyt","Kruyt","J.W.","John William","Willy",NA,"m","BCS;CPH","1918-09-17","1922-06-23","1922","06","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","Nicolaas Olivier","Nicolaas Olivier","01000",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nicolaas Olivier","Olivier","N.","Nicolaas",NA,NA,"m","Thorbeckiaan","1858-04-13","1869-09-19","1869","09","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Pieter Philip van Bosse","Pieter Philip Bosse","00184",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pieter Philip Bosse","Bosse","P.Ph.","Pieter Philip","Pieter","van","m","'pragmatisch' liberaal;liberaal","1853-06-14","1868-06-02","1868","06","02",0,10653,74377,13750,17215,53817,0,703,10692,-2139.62,181124.16,-2139.62,178984.54,181124.16,-2139.62,178984.54,"2e kamerlid, minister",1879,"zh",1809,70,"liberaal","liberal","03-06-1848","20-02-1879",1848,1879,31,153033.101408419,153033.101408419,1,1
"170","Leopold Haffmans","Johannes Hendrik Leopold Haffmans","00508",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Johannes Hendrik Leopold Haffmans","Haffmans","J.H.L.","Johannes Hendrik Leopold","Leopold",NA,"m","conservatief (katholiek);Bahlmanniaan ('Centrum')","1866-11-24","1896-09-15","1896","09","15",0,0,0,326,0,0,0,0,1443.74,-433.35,1769.74,-633.35,1136.39,1769.74,-633.35,1136.39,"2e kamerlid",1896,"lb",1826,70,"conservatief (katholiek);Bahlmanniaan ('Centrum')","conservatief","24-11-1866","15-09-1896",1866,1896,30,1332.76929471244,1332.76929471244,1,1
"171","Idzerd Frans van Humalda van Eysinga","Idzerd Frans Humalda van Eysinga","00618",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Idzerd Frans Humalda van Eysinga","Humalda van Eysinga","I.F.","Idzerd Frans",NA,"van","m","Kappeynianen","1879-09-16","1884-04-15","1884","04","15",689282.25,41682,19926,143624.85,0,44605.9,0,8319,614.3,-63375.17,726795.92,-1828.68,724667.24,734627.17,-9956.43,724670.74,"2e kamerlid, gedeputeerde",1907,"zh",1843,64,"Kappeynianen","conservatief","16-09-1879","15-04-1884",1879,1884,5,698208.544018183,698205.171824759,0,0
"172","Wilco Julius van Welderen Rengers","Wilco Julius Welderen baron Rengers","01518",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Wilco Julius Welderen baron Rengers","Welderen baron Rengers","W.J.","Wilco Julius",NA,"van","m","liberaal;Liberale Unie","1884-05-28","1888-03-26","1888","03","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Hubert Joachim Brouwers","Hubert Joachim Brouwers","00217",0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Hubert Joachim Brouwers","Brouwers","H.J.","Hubert Joachim",NA,NA,"m","conservatief (katholiek);Bahlmanniaan ('Centrum')","1877-11-19","1889-05-14","1889","05","14",120760,0,21105,16136.53,14982.08,18246.47,0,5465,10081,-102713.83,210560.91,-102713.83,107847.08,208995.44,-104595.12,104400.32,"2e kamerlid",1892,"zh",1833,59,"conservatief (katholiek);Bahlmanniaan ('Centrum')","conservatief","19-11-1877","14-05-1889",1877,1889,12,119766.424617323,123720.494123183,0,1
"174","Jean Gustave Stanislas Bevers","Jean Gustave Stanislas Bevers","00108",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Jean Gustave Stanislas Bevers","Bevers","J.G.S.","Jean Gustave Stanislas",NA,NA,"m","Schaepmaniaan","1888-05-01","1894-03-19","1894","03","19",0,0,0,3975.9,0,510,0,575,1618,-11056.31,6689,-11056.31,-4366.5,6689.81,-11056.31,-4366.5,"1e kamerlid, 2e kamerlid, minister",1909,"zh",1852,57,"Algemeene Bond (RKSP)","conservatief","01-05-1888","04-01-1909",1888,1909,21,-4448.83432006368,-4448.83432006368,1,1
"175","Henri Marchant","Hendrik Pieter Marchant","00875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Hendrik Pieter Marchant","Marchant","H.P.","Hendrik Pieter","Henri",NA,"m","vrijzinnig-democratische kamerclub;VDB","1900-06-08","1933-05-26","1933","05","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Willem Treub","Marie Willem Frederik Treub","01375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,"Marie Willem Frederik Treub","Treub","M.W.F.","Marie Willem Frederik","Willem",NA,"m","VDB;Economische Bond;Neutrale fractie;Vrijheidsbond","1904-11-08","1921-10-14","1921","10","14",44400,560,3650,7292,0,42017.5,3825,21,2337,-33157.93,104107.36,-33157.93,35474.72,104107.36,-33157.93,70949.45,"2e kamerlid, minister",1931,"zh",1858,73,"VDB;partijloze liberaal","socialist","08-11-1904","14-10-1921",1904,1921,17,53244.7764369803,26622.3844661865,0,0
"177","Hendrik Lodewijk Drucker","Hendrik Lodewijk Drucker","00348",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,"Hendrik Lodewijk Drucker","Drucker","H.L.","Hendrik Lodewijk",NA,NA,"m","vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub;VDB","1894-05-16","1913-06-30","1913","06","30",60000,534661.5,521845,1134252,157438,296390,25464,8058,277540.9,-44082.38,3057252.03,-44082.38,3013169.65,3057252.03,-44082.38,3013169.65,"1e kamerlid, 2e kamerlid",1917,"zh",1857,60,"VDB","socialist","16-05-1894","04-09-1917",1894,1917,23,2193823.88426881,2193823.88426881,1,1
"178","Anthony Brummelkamp jr.","Anthony Brummelkamp","00228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,"Anthony Brummelkamp","Brummelkamp","A.","Anthony",NA,NA,"m","ARP","1897-09-21","1918-09-16","1918","09","16",49276.76,2750.75,13745,21924,3880,2800,1080,0,10,-44853.09,56382,-3626.34,52756.06,56382.4,-3626.34,52756.06,"2e kamerlid",1919,"zh",1839,80,"ARP","conservatief","21-09-1897","16-09-1918",1897,1918,21,31846.2353622322,31846.2353622322,1,1
"179","Harm Kolthek","Harm Kolthek","00728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Harm Kolthek","Kolthek","H.","Harm","Harm",NA,"m","SP (voor 1940)","1918-09-17","1922-06-23","1922","06","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Johannes Hendricus Hubertus de Poorter","Johannes Hendricus Hubertus Poorter","01054",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Johannes Hendricus Hubertus Poorter","Poorter","J.H.H.","Johannes Hendricus Hubertus",NA,"de","m","Thorbeckiaan","1850-10-14","1866-09-30","1866","09","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Jan Zijp Kzn.","Jan Zijp","01613",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"Jan Zijp","Zijp","J.","Jan",NA,NA,"m","Liberale Unie;vooruitstrevende kamerclub;'club-Pyttersen'","1890-11-11","1897-09-16","1897","09","16",95635,0,0,12043,0,2790,13237,235,4879,-16297,125845,-16281.6,54452.2,62921.72,-8379.38,54541.84,"2e kamerlid",1897,"nh",1846,51,"Liberale Unie;vooruitstrevende kamerclub;'club-Pyttersen'","liberal","11-11-1890","16-09-1897",1890,1897,7,63219.24973499,63115.348334776,1,1
"182","Willem Henricus Jacobus Theodorus van Basten Batenburg","Willem Henricus Jacobus Theodorus Basten Batenburg","00065",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Willem Henricus Jacobus Theodorus Basten Batenburg","Basten Batenburg","W.H.J.Th.","Willem Henricus Jacobus Theodorus",NA,"van","m","Bahlmanniaan ('Centrum') ;Rooms-Katholieken","1894-09-18","1901-09-16","1901","09","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Johannes Franciscus Jansen","Johannes Franciscus Jansen","00636",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Johannes Franciscus Jansen","Jansen","J.F.","Johannes Franciscus",NA,NA,"m","Rooms-Katholieken","1898-06-14","1901-09-16","1901","09","16",0,1000,0,6000,0,1130,0,100,3104,-400,11416.84,-399.65,11017.19,11416.84,-399.65,11017.19,"2e kamerlid",1901,"nb",1824,77,"Rooms-Katholieken","conservatief","14-06-1898","16-09-1901",1898,1901,3,11142.4245114694,11142.4245114694,1,1
"184","Willem van der Vlugt","Willem Vlugt","01457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Willem Vlugt","Vlugt","W.","Willem",NA,"van der","m","oud- of vrije liberalen","1902-12-09","1906-09-17","1906","09","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Walrave Boissevain","Walrave Boissevain","00152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Walrave Boissevain","Boissevain","W.","Walrave","Walrave",NA,"m","Vrij-Liberalen;Vrijheidsbond","1913-09-16","1928-10-09","1928","10","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Willem Wijk","Wilhelmus Wijk","01577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Wilhelmus Wijk","Wijk","W.","Wilhelmus","Willem",NA,"m","VDW;Neutrale fractie","1918-09-17","1922-06-23","1922","06","23",22800,11600,0,3483,0,4870,0,155,380,-10955.08,43301.89,-10955.08,15536.64,24124.36,-5994.28,18130.08,"2e kamerlid",1941,"ut",1864,77,"VDW;Neutrale fractie","neutral","17-09-1918","23-06-1922",1918,1922,4,11815.5108774792,10125.3463260768,0,0
"187","Karel Arnold Poortman","Karel Arnoldus Poortman","01055",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Karel Arnoldus Poortman","Poortman","K.A.","Karel Arnoldus",NA,NA,"m","Thorbeckiaan","1849-02-13","1866-09-18","1866","09","18",12000,0,2777,59818.86,0,1256,0,8740,6846,-4280.95,91449,-4280.95,87168.04,91444.83,-4280.95,87163.87,"2e kamerlid",1886,"zh",1808,78,"Thorbeckiaan","liberal","13-02-1849","18-09-1866",1849,1866,17,93725.5616992854,93730.0456166733,0,0
"188","Jan Karel van Goltstein","Jan Karel Goltstein","00473",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jan Karel Goltstein","Goltstein","J.K.","Jan Karel",NA,"baron van","m","moderaat of gematigd liberaal;'pragmatisch' liberaal;conservatief","1840-10-20","1869-09-19","1869","09","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Levinus Wilhelmus Christiaan Keuchenius","Levinus Wilhelmus Christiaan Keuchenius","00691",0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"Levinus Wilhelmus Christiaan Keuchenius","Keuchenius","L.W.Ch.","Levinus Wilhelmus Christiaan",NA,NA,"m","antirevolutionair","1866-08-08","1893-12-16","1893","12","16",0,0,0,0,0,0,0,0,5456.82,-13507,5456.82,-13507,-8049.8,5456.82,-13506.58,-8049.76,"2e kamerlid, minister",1893,"zh",1822,71,"ARP","conservatief","08-08-1866","16-12-1893",1866,1893,27,-9470.80493806256,-9470.85199936594,1,1
"190","Pieter Hendrik Saaymans Vader","Pieter Hendrik Saaymans Vader","01166",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pieter Hendrik Saaymans Vader","Saaymans Vader","P.H.","Pieter Hendrik",NA,NA,"m","antirevolutionair","1866-11-20","1879-09-13","1879","09","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Allard van der Borch van Verwolde ","Allard Philip Reinier Carel Borch van Verwolde","00163",0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,"Allard Philip Reinier Carel Borch van Verwolde","Borch van Verwolde","A.Ph.R.C.","Allard Philip Reinier Carel",NA,"baron van der","m","antirevolutionair;ARP","1884-07-29","1913-09-15","1913","09","15",890249.085,5081,9920.625,148455.69,11637,9518.26,14536.89,750,6271.995,-352374.95,877446.51,-532164.99,345281.52,877446.51,-532164.99,345281.52,"2e kamerlid, gedeputeerde",1919,"ge",1842,77,"antirevolutionair;ARP","conservatief","29-07-1884","15-09-1913",1884,1913,29,208429.449662262,208429.449662262,0,0
"192","Eppo Cremers","Epimachus Jacobus Johannes Baptista Cremers","00280",0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Epimachus Jacobus Johannes Baptista Cremers","Cremers","E.J.J.B.","Epimachus Jacobus Johannes Baptista","Eppo",NA,"m","liberaal;Liberale Unie","1869-12-13","1891-01-17","1891","01","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Antoine Plate","Antoine Plate","01036",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,"Antoine Plate","Plate","A.","Antoine",NA,NA,"m","liberaal;oud- of vrije liberalen","1893-02-28","1909-09-20","1909","09","20",0,3970,0,0,0,0,0,0,0,0,3970,0,3970,3970,0,3970,"2e kamerlid",1927,"zh",1845,82,"liberaal;oud- of vrije liberalen","liberal","28-02-1893","20-09-1909",1893,1909,16,2746.06271193639,2746.06271193639,0,0
"194","Albertus van Delden","Albertus Delden","00299",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Albertus Delden","Delden","A.","Albertus",NA,"van","m","Thorbeckiaan;liberaal;Liberale Unie;oud- of vrije liberalen","1864-09-19","1898-11-07","1898","11","07",9143.33,4815,11504,43060.08,0,24951.58,0,0,1589,-762.08,96451.62,-762.08,95691.54,96467.37,-762.05,95705.29,"2e kamerlid, minister, gedeputeerde",1898,"ov",1828,70,"liberaal","liberal","19-09-1864","07-11-1898",1864,1898,34,107548.248686164,107532.797205693,1,1
"195","Pieter Jelles Troelstra","Pieter Jelles Troelstra","01376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Pieter Jelles Troelstra","Troelstra","P.J.","Pieter Jelles","Pieter Jelles",NA,"m","SDAP","1897-09-24","1925-09-14","1925","09","14",16202,1985,0,6466,0,5480,0,170,3685,-15285.44,33990.39,-15285.44,9204.94,33990.39,-15285.44,9204.94,"2e kamerlid",1930,"zh",1860,70,"SDAP","socialist","24-09-1897","14-09-1925",1897,1925,28,6642.77877203617,6642.77877203617,0,1
"196","Cornelis Frans Jacobus Blooker ","Cornelis Frans Jacobus Blooker","00134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Cornelis Frans Jacobus Blooker","Blooker","C.F.J.","Cornelis Frans Jacobus",NA,NA,"m","oud- of vrije liberalen","1905-09-19","1909-09-20","1909","09","20",118841,8287,37900,115964,53030.75,73761.45,0,200,8233,-5258.6,413224.29,-4256.05,203481.57,206612.14,-3130.57,203481.57,"2e kamerlid",1912,"zh",1852,60,"oud- of vrije liberalen","liberal","19-09-1905","20-09-1909",1905,1909,4,204974.479112417,204974.479112417,0,1
"197","Pieter van Foreest ","Pieter Foreest","00417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,"Pieter Foreest","Foreest","P.","Pieter",NA,"van","m","oud- of vrije liberalen;Vrij-Liberalen","1903-05-12","1918-09-16","1918","09","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Dirk Jan de Geer","Dirk Jan Geer","00432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Dirk Jan Geer","Geer","D.J.","Dirk Jan","Dirk","de","m","CHP;CHU","1907-11-04","1939-08-09","1939","08","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Jan van Rijzewijk","Joannes Rijzewijk","01165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Joannes Rijzewijk","Rijzewijk","J.","Joannes","Jan","van","m","Algemeene Bond (RKSP)","1918-12-10","1929-09-16","1929","09","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Johan Rudolf Thorbecke","Johan Rudolf Thorbecke","01361",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Johan Rudolf Thorbecke","Thorbecke","J.R.","Johan Rudolf",NA,NA,"m","liberaal;Thorbeckiaan","1840-08-05","1871-01-03","1871","01","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Petrus van der Veen","Petrus Veen","01395",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Petrus Veen","Veen","P.","Petrus",NA,"van der","m","'pragmatisch' liberaal","1850-10-07","1866-09-30","1866","09","30",40025,358,2130.75,5594,14161.62,1501,16.53,3480,4914.15,-11114.72,82945,-10975.307,71970.13,82945,-10975.307,71970.13,"2e kamerlid",1879,"dr",1809,70,"'pragmatisch' liberaal","liberal","07-10-1850","30-09-1866",1850,1866,16,61534.9918080474,61534.9918080474,0,0
"202","Otto van Rees ","Otto Rees","01093",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otto Rees","Rees","O.","Otto","Otto","van","m","liberaal","1872-09-17","1884-01-19","1884","01","19",0,15187,69221,119112,152893,52918,13367,1180,14607,-3903.55,438713.18,-3903.55,434809.63,458713.18,-3903.55,454809.63,"2e kamerlid, minister",1892,"ge",1823,69,"liberaal","liberal","17-09-1872","19-01-1884",1872,1884,12,521750.53933386,498806.85015411,0,0
"203","Johan George Gleichman","Johan George Gleichman","00462",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Johan George Gleichman","Gleichman","J.G.","Johan George",NA,NA,"m","liberaal;oud- of vrije liberalen","1880-09-21","1901-06-08","1901","06","08",116001,38202,54378,95490,84483,174563,80372,7745,12301,-1228,662359.18,-1320.39,661038.79,662695.8,-3300.39,663355.45,"1e kamerlid, 2e kamerlid, minister",1906,"zh",1834,72,"liberaal","liberal","03-11-1877","22-07-1904",1877,1904,27,676710.488487127,674347.188207829,1,1
"204","Frederic Joseph Maria Anton Reekers","Frederic Joseph Maria Anton Reekers","01091",0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"Frederic Joseph Maria Anton Reekers","Reekers","F.J.M.A.","Frederic Joseph Maria Anton",NA,NA,"m","Rooms-Katholieken;Schaepmaniaan","1878-03-26","1894-03-19","1894","03","19",129127,14179,1649,51320,0,7448,0,882,57151,-25805,261951,-27395,234556,261951,-27395,234556,"1e kamerlid, 2e kamerlid",1922,"nh",1842,80,"Rooms-Katholieken;Algemeene Bond (RKSP)","conservatief","26-03-1878","26-05-1922",1878,1922,44,156044.601619966,156044.601619966,1,1
"205","Franciscus Theodorus Johannes Hubertus Dobbelmann","Franciscus Theodorus Johannes Hubertus Dobbelmann","00318",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,"Franciscus Theodorus Johannes Hubertus Dobbelmann","Dobbelmann","F.Th.J.H.","Franciscus Theodorus Johannes Hubertus",NA,NA,"m","Bahlmanniaan ('Centrum') ;Rooms-Katholieken","1889-07-09","1901-09-16","1901","09","16",36239,0,24617,786162,142993,175357,64259,1497,27782.18,-10792.08,1143872.14,-10792.08,1133080.06,1145990.94,-10792.05,1135198.86,"2e kamerlid",1912,"ge",1830,82,"Bahlmanniaan ('Centrum') ;Rooms-Katholieken","conservatief","09-07-1889","16-09-1901",1889,1901,12,1143527.61784524,1141393.27257582,0,0
